From,To,Label,Type,Tags,Description,category,confidence,flat,negative,positive,skip,fromName,toName,Source,Target,votes,fracPos,fracNeg,fracFlat,sign,isPos,isNeg,new_sign
9,38,,,,,all,2.0,1,0,4,0,their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),their ability to control and moderate their time online,9,38,5,0.8,0.0,0.2,positive,1,0,positive
54,42,,,,,all,2.0,0,0,4,0,"their ability to know who their real, trusted friends are",their ability to cope with feelings of being lonely,54,42,4,1.0,0.0,0.0,positive,1,0,positive
51,76,,,,,all,2.333333333333333,0,0,3,0,their ability to take a long term perspective during challenging times,their ability to recognize when they're going gown down a trap of negative content or comments,51,76,3,1.0,0.0,0.0,positive,1,0,positive
62,48,,,,,all,2.2,0,5,0,0,"their desire for popularity (likes, followers, shares)","their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",62,48,5,0.0,1.0,0.0,negative,0,1,positive
19,57,,,,,all,2.4,0,0,5,0,the time they spend learning about their heritage and culture,their belief that they are part of a community,19,57,5,1.0,0.0,0.0,positive,1,0,positive
70,34,,,,,all,2.0,0,0,4,0,their ability to explore their identity safely,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",70,34,4,1.0,0.0,0.0,positive,1,0,positive
76,66,,,,,all,2.4,0,0,5,0,their ability to recognize when they're going gown down a trap of negative content or comments,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),76,66,5,1.0,0.0,0.0,positive,1,0,positive
25,38,,,,,all,2.25,1,3,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their ability to control and moderate their time online,25,38,4,0.0,0.75,0.25,negative,0,1,positive
34,60,,,,,all,2.6,1,0,4,0,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",their level of self-esteem,34,60,5,0.8,0.0,0.2,positive,1,0,positive
7,70,,,,,all,2.0,0,0,3,0,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",their ability to explore their identity safely,7,70,3,1.0,0.0,0.0,positive,1,0,positive
76,33,,,,,all,2.6,1,0,4,0,their ability to recognize when they're going gown down a trap of negative content or comments,their ability to engage with systems and institutions designed to support them,76,33,5,0.8,0.0,0.2,positive,1,0,positive
8,72,,,,,all,2.2,0,0,4,0,their having close friends,their ability to relax when they're stressed,8,72,4,1.0,0.0,0.0,positive,1,0,positive
1,50,,,,,all,2.5,0,0,4,0,their access to trusted information about mental health,their ability to evaluate the emotional risk before an action they want to take,1,50,4,1.0,0.0,0.0,positive,1,0,positive
38,9,,,,,all,2.25,0,0,4,0,their ability to control and moderate their time online,their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),38,9,4,1.0,0.0,0.0,positive,1,0,positive
7,33,,,,,all,2.333333333333333,0,0,3,0,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",their ability to engage with systems and institutions designed to support them,7,33,3,1.0,0.0,0.0,positive,1,0,positive
36,46,,,,,all,3.0,0,3,0,0,"the influence of online content and personalities on them and their identity (influencers, celebrities)",their ability to face and overcome challenges,36,46,3,0.0,1.0,0.0,negative,0,1,positive
26,24,,,,,all,2.25,0,0,4,0,"their exposure to positive parenting (consistent, respectful, supportive)",their awareness of other people's lives and experiences,26,24,4,1.0,0.0,0.0,positive,1,0,positive
24,29,,,,,all,1.75,1,3,0,0,their awareness of other people's lives and experiences,"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",24,29,4,0.0,0.75,0.25,negative,0,1,positive
47,67,,,,,all,2.5,1,0,3,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their ability to concentrate without interruption,47,67,4,0.75,0.0,0.25,positive,1,0,positive
66,29,,,,,all,2.5,1,3,0,0,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",66,29,4,0.0,0.75,0.25,negative,0,1,positive
15,61,,,,,all,2.2,0,0,5,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",their belief that they will be found if they get lost,15,61,5,1.0,0.0,0.0,positive,1,0,positive
39,54,,,,,all,2.25,1,0,3,0,their ability to control and moderate the content they process online,"their ability to know who their real, trusted friends are",39,54,4,0.75,0.0,0.25,positive,1,0,positive
66,50,,,,,all,2.5,0,0,4,0,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),their ability to evaluate the emotional risk before an action they want to take,66,50,4,1.0,0.0,0.0,positive,1,0,positive
35,46,,,,,all,2.0,0,0,3,0,their ability to recover from negative or adverse events that happen to them (online or in person),their ability to face and overcome challenges,35,46,3,1.0,0.0,0.0,positive,1,0,positive
51,22,,,,,all,2.5,0,0,4,0,their ability to take a long term perspective during challenging times,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",51,22,4,1.0,0.0,0.0,positive,1,0,positive
31,49,,,,,all,2.0,0,0,3,0,"the ability of ""the internet"" to remember or keep positive moments of their life forever accessible",their assurance that they are not not alone and have others to depend on,31,49,3,1.0,0.0,0.0,positive,1,0,positive
25,9,,,,,all,2.0,1,3,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),25,9,4,0.0,0.75,0.25,negative,0,1,positive
8,46,,,,,all,2.75,1,0,3,0,their having close friends,their ability to face and overcome challenges,8,46,4,0.75,0.0,0.25,positive,1,0,positive
67,7,,,,,all,3.0,0,0,3,0,their ability to concentrate without interruption,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",67,7,3,1.0,0.0,0.0,positive,1,0,positive
46,40,,,,,all,2.5,0,0,4,0,their ability to face and overcome challenges,their ability to cope with and overcome hardship or challenges in their life,46,40,4,1.0,0.0,0.0,positive,1,0,positive
74,53,,,,,all,2.75,0,0,4,0,their ability to consider the purpose and meaning of a good life,their ability to recognize mental health challenges they should seek support for,74,53,4,1.0,0.0,0.0,positive,1,0,positive
71,35,,,,,all,1.8,0,0,4,1,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",their ability to recover from negative or adverse events that happen to them (online or in person),71,35,4,1.0,0.0,0.0,positive,1,0,positive
54,14,,,,,all,2.25,0,0,4,0,"their ability to know who their real, trusted friends are",their ability to tell their friends about their life and experiences,54,14,4,1.0,0.0,0.0,positive,1,0,positive
68,35,,,,,all,2.25,1,0,3,0,their ability to manage boredom,their ability to recover from negative or adverse events that happen to them (online or in person),68,35,4,0.75,0.0,0.25,positive,1,0,positive
52,28,,,,,all,2.333333333333333,0,0,3,0,the amount of external recognition or validation they receive for something good they did,"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",52,28,3,1.0,0.0,0.0,positive,1,0,positive
38,74,,,,,all,2.25,0,0,4,0,their ability to control and moderate their time online,their ability to consider the purpose and meaning of a good life,38,74,4,1.0,0.0,0.0,positive,1,0,positive
74,12,,,,,all,2.0,0,0,4,0,their ability to consider the purpose and meaning of a good life,the time they spend with friends in person,74,12,4,1.0,0.0,0.0,positive,1,0,positive
63,3,,,,,all,2.333333333333333,0,0,3,0,their ability to trust that adults in their life have their best interests at heart,their willingness to use mental health resources,63,3,3,1.0,0.0,0.0,positive,1,0,positive
25,65,,,,,all,2.25,1,3,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their ability to empathize with and understand other perspectives,25,65,4,0.0,0.75,0.25,negative,0,1,positive
69,22,,,,,all,2.0,0,0,3,0,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest","time they spend connecting with others toward a shared goal, mission, faith, culture, interest",69,22,3,1.0,0.0,0.0,positive,1,0,positive
19,33,,,,,all,2.0,0,0,3,0,the time they spend learning about their heritage and culture,their ability to engage with systems and institutions designed to support them,19,33,3,1.0,0.0,0.0,positive,1,0,positive
62,30,,,,,all,2.25,1,0,3,0,"their desire for popularity (likes, followers, shares)",their ability to compare their life to other people's lives,62,30,4,0.75,0.0,0.25,positive,1,0,positive
60,38,,,,,all,1.75,1,0,3,0,their level of self-esteem,their ability to control and moderate their time online,60,38,4,0.75,0.0,0.25,positive,1,0,positive
60,35,,,,,all,2.333333333333333,0,0,3,0,their level of self-esteem,their ability to recover from negative or adverse events that happen to them (online or in person),60,35,3,1.0,0.0,0.0,positive,1,0,positive
13,57,,,,,all,2.25,1,0,3,0,their awareness of what's happening among their friends,their belief that they are part of a community,13,57,4,0.75,0.0,0.25,positive,1,0,positive
45,62,,,,,all,2.6666666666666665,0,3,0,0,their ability to disconnect from electronic devices,"their desire for popularity (likes, followers, shares)",45,62,3,0.0,1.0,0.0,negative,0,1,positive
55,18,,,,,all,2.25,0,0,4,0,their ability to know the benefit of sharing information online,the number of places and groups of people where they are welcome and appreciated,55,18,4,1.0,0.0,0.0,positive,1,0,positive
70,72,,,,,all,2.25,0,0,4,0,their ability to explore their identity safely,their ability to relax when they're stressed,70,72,4,1.0,0.0,0.0,positive,1,0,positive
8,47,,,,,all,2.25,0,0,4,0,their having close friends,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",8,47,4,1.0,0.0,0.0,positive,1,0,positive
52,15,,,,,all,2.5,1,0,3,0,the amount of external recognition or validation they receive for something good they did,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",52,15,4,0.75,0.0,0.25,positive,1,0,positive
16,64,,,,,all,2.4,1,0,3,0,the presence and experience of love in their life,their ability to recover and learn from their mistakes,16,64,4,0.75,0.0,0.25,positive,1,0,positive
10,49,,,,,all,2.1666666666666665,0,0,6,0,the time they spend with others online,their assurance that they are not not alone and have others to depend on,10,49,6,1.0,0.0,0.0,positive,1,0,positive
54,60,,,,,all,2.0,0,0,3,0,"their ability to know who their real, trusted friends are",their level of self-esteem,54,60,3,1.0,0.0,0.0,positive,1,0,positive
60,53,,,,,all,2.5,1,0,3,0,their level of self-esteem,their ability to recognize mental health challenges they should seek support for,60,53,4,0.75,0.0,0.25,positive,1,0,positive
26,17,,,,,all,2.333333333333333,0,0,3,0,"their exposure to positive parenting (consistent, respectful, supportive)","their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",26,17,3,1.0,0.0,0.0,positive,1,0,positive
